region,regunit,dweight,pweight,ppltrst,pplfair,pplhlp,sclmeet,inprdsc,sclact,imbgeco,imueclt,imwbcnt,trstprl,trstlgl,trstplt,trstprt,stfgov,stfdem,stfedu,stfhlth,unique_id,nuts1,nuts2,nuts3,F1W,F2W,F3W,F4W,F5W,F1W_scaled,F2W_scaled,F3W_scaled,F4W_scaled,F5W_scaled
ITH,1,0.95501965,1.8029006,7,4,4,5,1,2,4,3,3,6,7,5,7,6,7,5,4,IT66642,ITH,NA,NA,0.297,-0.42,-1.384,1.834,1.122,0.5464446444644464,0.42002629272567926,0.379395652942216,0.6070786920589292,0.5765660282679602
ITC,1,0.93679553,1.8029006,7,8,6,5,2,2,8,3,7,6,8,0,0,4,5,7,6,IT66650,ITC,NA,NA,2.119,-0.11,1.067,-1.909,0.234,0.7104410441044106,0.4879491673970202,0.5959533486481711,0.2708408192597916,0.5022999080036799
ITH,1,0.95501965,1.8029006,6,7,7,6,3,3,6,5,4,5,3,4,4,5,4,3,7,IT66651,ITH,NA,NA,1.467,0.563,-0.084,0.443,-0.175,0.6517551755175518,0.6354075372480281,0.4942569358543913,0.4821236076176787,0.4680940035125868
ITI,1,0.91473186,1.8029006,4,4,5,4,4,3,4,2,3,6,6,4,4,7,9,9,6,IT66654,ITI,NA,NA,-0.18,0.165,-1.474,0.543,2.227,0.5035103510351036,0.5482033304119194,0.37144371797137304,0.49110671936758893,0.6689805135067325
ITC,1,0.92492074,1.8029006,2,2,2,6,0,3,4,4,5,6,6,6,6,6,7,8,6,IT66683,ITC,NA,NA,-1.517,0.058,-0.077,2.284,2.346,0.3831683168316832,0.5247589833479404,0.4948754196854568,0.6475026949335249,0.6789328426862925
ITG,1,0.92991614,1.8029006,7,6,6,4,4,3,4,4,4,5,7,2,2,6,6,4,4,IT66685,ITG,NA,NA,1.677,0.199,-0.391,-0.226,0.862,0.6706570657065707,0.5556529360210342,0.467132002120516,0.4220265900107797,0.5548214435058961
ITF,1,0.9633024,1.8029006,5,5,6,6,1,2,4,0,0,5,3,2,0,4,5,3,5,IT66695,ITF,NA,NA,0.482,-0.215,-3.024,-1.361,-0.494,0.5630963096309631,0.4649430324276951,0.23449372680685635,0.32006827164929935,0.4414150706699005
ITC,1,0.92492074,1.8029006,5,3,3,6,1,4,8,9,7,8,8,7,7,6,7,6,7,IT66705,ITC,NA,NA,0.111,0.786,2.842,3.225,2.589,0.5297029702970297,0.6842681858019282,0.752783177239795,0.7320337765001796,0.6992556661369909
ITC,1,0.8810579,1.8029006,4,7,3,4,2,2,8,5,5,6,7,4,4,7,5,5,4,IT66714,ITC,NA,NA,0.539,-0.368,0.983,0.871,1.319,0.5682268226822682,0.43141980718667844,0.5885315426753843,0.5205713259072942,0.5930417328761395
ITI,1,0.9127833,1.8029006,3,4,4,2,1,2,6,6,6,8,4,5,5,6,6,6,8,IT66724,ITI,NA,NA,-0.666,-0.991,0.919,1.31,1.309,0.4597659765976598,0.2949167397020158,0.582876833362785,0.5600071864893998,0.5922054026929832
ITF,1,0.93809986,1.8029006,3,4,5,1,0,3,4,3,5,4,4,5,5,5,5,5,5,IT66731,ITF,NA,NA,-0.335,-0.834,-0.571,1.218,0.73,0.48955895589558956,0.32931638913234007,0.45122813217883023,0.5517427236794825,0.5437818850882329
ITH,1,0.95501965,1.8029006,7,7,6,5,4,3,7,7,5,2,3,0,0,2,4,3,5,IT66739,ITH,NA,NA,1.366,0.519,0.901,-2.72,-1.98,0.6426642664266428,0.6257668711656442,0.5812864463686164,0.1979877829680201,0.3171364054528728
ITH,1,0.89695626,1.8029006,7,8,8,6,1,3,5,5,5,0,0,0,0,6,6,6,6,IT66751,ITH,NA,NA,2.047,0.303,0.018,-2.692,0.066,0.7039603960396039,0.5784399649430324,0.5032691288213466,0.20050305425799497,0.48824956092665384
ITC,1,0.92492074,1.8029006,1,3,3,5,1,3,8,3,3,6,8,5,3,5,4,7,9,IT66752,ITC,NA,NA,-1.47,-0.003,-0.277,0.956,1.117,0.38739873987398743,0.5113935144609991,0.47720445308358367,0.5282069708947179,0.576147863176382
ITH,1,0.89695626,1.8029006,7,8,6,4,1,3,8,8,8,4,7,5,5,0,5,2,8,IT66765,ITH,NA,NA,1.898,0.018,2.403,0.955,-1.065,0.6905490549054906,0.5159947414548641,0.7139954055486835,0.5281171397772187,0.3936606172116752
ITC,1,0.93679553,1.8029006,6,6,4,4,2,3,4,4,5,5,4,4,4,4,6,6,4,IT66777,ITC,NA,NA,1.012,0.065,-0.046,0.731,0.81,0.6108010801080108,0.5262927256792288,0.49761441950874713,0.50799496945742,0.5504725265534833
ITG,1,0.9552881,1.8029006,4,3,4,7,4,5,5,6,5,6,5,4,3,3,4,5,5,IT66788,ITG,NA,NA,-0.199,1.598,0.67,0.841,-0.053,0.5018001800180019,0.8621822962313761,0.5608764799434529,0.5178763923823212,0.47829723174709377
ITI,1,0.9187662,1.8029006,7,7,7,5,3,3,10,10,7,7,8,7,7,4,3,3,7,IT66791,ITI,NA,NA,2.211,0.506,3.279,2.514,0.004,0.7187218721872187,0.6229184925503943,0.7913942392648878,0.6681638519583183,0.48306431379108467
ITI,1,2.0488539,1.8029006,6,4,4,6,4,2,4,4,3,5,4,3,3,7,7,3,4,IT66795,ITI,NA,NA,0.123,0.151,-0.952,-0.379,0.641,0.5307830783078308,0.5451358457493427,0.4175649408022619,0.4082824290334171,0.5363385464581416
ITH,1,0.95501965,1.8029006,6,6,6,6,4,3,4,4,5,5,5,3,3,4,4,4,3,IT66799,ITH,NA,NA,0.915,0.66,-0.472,-0.324,-0.946,0.6020702070207021,0.656660823838738,0.45997526064675737,0.4132231404958678,0.4036129463912353
ITG,1,0.91477346,1.8029006,5,5,4,6,4,3,6,7,6,4,5,4,4,3,5,4,5,IT66802,ITG,NA,NA,0.595,0.596,1.456,0.956,0.195,0.5732673267326732,0.642638036809816,0.6303233786888144,0.5282069708947179,0.4990382202893703
ITH,1,0.91409826,1.8029006,5,4,5,6,2,3,6,7,5,5,6,4,6,5,6,8,5,IT66805,ITH,NA,NA,0.045,0.38,0.773,1.051,0.85,0.5237623762376238,0.5953111305872042,0.5699770277434175,0.5367409270571326,0.5538178472861085
ITF,1,0.93809986,1.8029006,10,8,8,6,3,3,5,3,5,5,7,2,2,1,2,1,4,IT66815,ITF,NA,NA,3.36,0.716,-0.281,-0.925,-2.138,0.8221422142214222,0.6689307624890447,0.47685103375154625,0.35923463887890766,0.3039223885590031
ITC,1,0.9341059,1.8029006,6,8,6,6,5,4,3,5,4,5,6,4,5,8,6,6,8,IT66864,ITC,NA,NA,2.17,1.317,-0.142,1.186,2.408,0.715031503150315,0.8006134969325153,0.489132355539848,0.5488681279195112,0.6841180898218616
ITC,1,0.9341059,1.8029006,4,4,5,2,1,2,4,6,5,5,4,6,6,6,6,7,1,IT66866,ITC,NA,NA,0.097,-0.91,0.478,2.138,1.556,0.5284428442844286,0.31266432953549517,0.5439123520056547,0.634387351778656,0.612862758216944
ITI,1,0.9127833,1.8029006,4,4,4,4,4,3,7,6,7,7,6,4,4,3,3,6,7,IT66881,ITI,NA,NA,-0.341,0.264,1.438,0.361,-0.631,0.48901890189018904,0.5698948290972831,0.6287329916946457,0.4747574559827524,0.429957347160659
ITF,1,0.92311436,1.8029006,5,5,5,6,2,3,5,5,5,4,5,4,4,2,4,5,5,IT66883,ITF,NA,NA,0.612,0.46,0.231,0.446,-0.522,0.5747974797479748,0.6128396143733568,0.5220887082523414,0.482393100970176,0.4390733461570628
ITC,1,0.93679553,1.8029006,7,8,6,5,4,4,5,5,5,5,5,4,3,6,4,7,7,IT66904,ITC,NA,NA,2.384,1.03,0.522,0.546,1.224,0.7342934293429343,0.7377300613496932,0.5477999646580668,0.49137621272008625,0.5850965961361545
ITC,1,0.8810579,1.8029006,5,6,6,1,1,3,5,2,2,6,5,6,6,7,6,5,7,IT66928,ITC,NA,NA,1.108,-0.673,-1.352,2.305,2.192,0.6194419441944194,0.364592462751972,0.38222300759851563,0.6493891484010061,0.6660533578656853
ITG,1,0.91477346,1.8029006,6,5,5,7,6,4,8,8,8,4,3,2,2,4,4,4,2,IT66956,ITG,NA,NA,1.149,1.543,2.79,-0.43,-0.397,0.6231323132313231,0.8501314636283961,0.748188725923308,0.403701042040963,0.44952747344651667
ITC,1,0.92492074,1.8029006,6,6,5,7,4,4,7,7,7,5,7,3,3,5,5,4,3,IT66960,ITC,NA,NA,1.398,1.411,2.065,0.04,0.376,0.6455445544554456,0.8212094653812445,0.684131471991518,0.4459216672655408,0.5141757966044995
ITH,1,0.95501965,1.8029006,6,6,7,3,2,3,7,4,4,6,7,6,6,8,7,7,7,IT66971,ITH,NA,NA,1.296,-0.164,-0.128,2.133,2.315,0.6363636363636365,0.4761174408413672,0.4903693232019791,0.6339381961911605,0.676340219118508
ITC,1,0.92492074,1.8029006,3,3,3,6,1,3,4,3,4,3,2,1,1,3,3,4,6,IT66972,ITC,NA,NA,-1.115,0.193,-0.79,-1.712,-1.006,0.4193519351935194,0.5543382997370728,0.43187842374977914,0.2885375494071146,0.3985949652922974
ITH,1,0.89695626,1.8029006,7,7,6,4,1,3,7,7,7,3,6,1,1,2,6,6,6,IT66989,ITH,NA,NA,1.431,-0.052,1.561,-1.825,-0.768,0.6485148514851485,0.5006573181419808,0.6396006361547977,0.2783866331297161,0.4184996236514176
ITF,1,0.92311436,1.8029006,4,4,2,2,2,3,3,2,3,8,3,5,5,8,7,7,4,IT66998,ITF,NA,NA,-0.554,-0.43,-1.632,1.743,2.286,0.46984698469846986,0.4178352322524102,0.3574836543558933,0.5989040603665109,0.6739148615873546
ITI,1,2.0488539,1.8029006,6,6,7,4,3,2,5,4,5,4,5,5,4,7,5,6,4,IT67005,ITI,NA,NA,1.325,-0.276,-0.078,0.657,0.797,0.638973897389739,0.4515775635407537,0.4947870648524474,0.5013474667624865,0.5493852973153801
ITH,1,0.95501965,1.8029006,0,0,0,2,2,2,3,2,2,1,2,0,0,1,6,6,7,IT67021,ITH,NA,NA,-4.123,-1.115,-2.483,-2.901,-1.507,0.1486048604860486,0.26774758983347946,0.2822936914649231,0.18172835070068274,0.3566948231161663
ITC,1,0.8810579,1.8029006,3,3,3,6,0,3,5,3,3,5,7,5,5,6,6,5,5,IT67029,ITC,NA,NA,-0.867,0.072,-0.816,1.43,1.438,0.4416741674167417,0.5278264680105171,0.4295811980915356,0.570786920589292,0.6029940620556995
ITH,1,0.89695626,1.8029006,7,7,7,5,1,3,0,0,0,0,0,0,0,6,8,7,5,IT67030,ITH,NA,NA,1.36,-0.034,-3.979,-2.692,0.469,0.6421242124212422,0.5046012269938651,0.15011486128291215,0.20050305425799497,0.5219536673078532
ITG,1,0.91477346,1.8029006,4,5,5,4,3,3,6,4,4,4,4,3,3,1,1,1,1,IT67054,ITG,NA,NA,0.214,0.04,-0.137,-0.004,-2.397,0.538973897389739,0.5208150744960561,0.4895741297048949,0.4419690980955803,0.2822614368152547
ITF,1,0.9633024,1.8029006,5,6,4,6,3,3,6,6,5,6,6,6,6,5,5,6,3,IT67060,ITF,NA,NA,0.884,0.618,0.777,2.143,0.943,0.5992799279927994,0.6474583698510079,0.5703304470754551,0.6348365073661516,0.5615957179894622
ITC,1,0.92492074,1.8029006,4,3,4,5,2,3,2,1,1,4,4,3,4,5,3,2,1,IT67095,ITC,NA,NA,-0.62,0.118,-2.655,0.02,-0.738,0.4639063906390639,0.5379053461875548,0.26709666018731226,0.4441250449155587,0.42100861420088653
ITF,1,0.93809986,1.8029006,4,4,4,4,2,3,2,2,2,3,5,3,3,4,5,5,6,IT67096,ITF,NA,NA,-0.342,-0.046,-2.2,-0.297,0.092,0.488928892889289,0.5019719544259422,0.3072981092065736,0.41564858066834354,0.49042401940286023
ITH,1,0.91409826,1.8029006,6,6,5,6,4,3,3,3,3,8,8,8,5,8,7,7,7,IT67103,ITH,NA,NA,0.969,0.626,-1.464,2.886,2.445,0.606930693069307,0.6492112182296231,0.37232726630146673,0.7015810276679841,0.68721251149954
ITC,1,0.92492074,1.8029006,5,5,5,7,2,3,7,7,6,5,5,3,3,5,5,5,3,IT67124,ITC,NA,NA,0.736,0.671,1.692,0.03,0.466,0.585958595859586,0.6590709903593339,0.6511751192790246,0.44502335609054977,0.5217027682529063
ITI,1,0.91473186,1.8029006,6,7,7,7,2,2,5,7,7,5,6,6,6,7,7,7,6,IT67131,ITI,NA,NA,1.839,0.231,1.488,1.832,1.974,0.6852385238523853,0.5626643295354952,0.6331507333451141,0.606899029823931,0.6478213598728778
ITI,1,0.91473186,1.8029006,3,3,3,5,4,4,5,5,5,6,6,5,5,7,7,7,5,IT67146,ITI,NA,NA,-0.984,0.808,0.194,1.149,1.56,0.43114311431143115,0.6890885188431202,0.5188195794309949,0.5455443765720446,0.6131972902902066
ITC,1,0.93679553,1.8029006,2,3,5,3,3,2,5,5,5,1,1,2,2,5,6,3,5,IT67171,ITC,NA,NA,-0.954,-0.523,0.299,-1.082,0.331,0.4338433843384339,0.3974583698510079,0.5280968368969783,0.3451311534315487,0.510412310780296
ITG,1,2.1129313,1.8029006,4,3,2,4,1,2,5,5,5,4,8,0,0,3,7,3,4,IT67175,ITG,NA,NA,-1.016,-0.744,0.222,-1.84,-0.28,0.4282628262826283,0.34903593339176164,0.5212935147552572,0.27703916636722964,0.4593125365894455
ITC,1,0.93679553,1.8029006,2,2,2,4,1,3,3,4,4,2,7,3,2,6,6,6,6,IT67189,ITC,NA,NA,-1.776,-0.231,-0.677,-0.516,1.116,0.3598559855985599,0.4614373356704646,0.4418625198798374,0.3959755659360402,0.5760642301580664
ITC,1,0.92492074,1.8029006,5,5,5,4,2,3,4,2,4,8,8,5,5,5,8,5,5,IT67198,ITC,NA,NA,0.688,0.024,-0.903,1.779,1.825,0.5816381638163817,0.5173093777388257,0.42189432761972084,0.6021379805964786,0.6353600401438488
ITI,1,2.0861714,1.8029006,3,4,4,4,1,2,8,7,7,5,7,5,5,9,8,8,8,IT67204,ITI,NA,NA,-0.522,-0.59,1.962,1.201,2.868,0.4727272727272727,0.38277826468010523,0.6750309241915533,0.5502155946819978,0.722589278247052
ITF,1,0.9633024,1.8029006,5,5,5,5,1,3,5,5,5,3,3,2,2,4,3,3,3,IT67241,ITF,NA,NA,0.473,0.122,0.18,-1.056,-1.036,0.5622862286228623,0.5387817703768624,0.5175826117688638,0.3474667624865253,0.3960859747428285
ITC,1,0.92492074,1.8029006,3,8,2,6,1,3,8,4,5,8,5,6,4,5,7,7,7,IT67265,ITC,NA,NA,0.475,0.309,0.761,1.96,2.058,0.5624662466246625,0.579754601226994,0.5689167697473052,0.618397412863816,0.6548465334113908
ITG,1,0.9552881,1.8029006,4,5,4,6,2,3,6,4,4,3,7,3,1,4,4,3,6,IT67317,ITG,NA,NA,0.103,0.261,-0.085,-0.402,-0.216,0.528982898289829,0.5692375109553024,0.4941685810213819,0.40621631333093783,0.46466504976164585
ITF,1,1.0035406,1.8029006,4,5,8,4,0,2,5,2,3,2,5,4,3,7,6,6,3,IT67319,ITF,NA,NA,0.765,-0.673,-1.258,0.158,1.195,0.5885688568856886,0.364592462751972,0.390528361901396,0.4565217391304348,0.5826712386050013
ITG,1,0.91477346,1.8029006,2,3,2,4,2,3,4,3,5,2,5,1,1,2,4,6,6,IT67320,ITG,NA,NA,-1.575,-0.217,-0.534,-1.413,-0.753,0.37794779477947793,0.4645048203330412,0.45449726100017673,0.315397053539346,0.41975411892615205
ITI,1,2.0488539,1.8029006,4,4,6,5,3,4,3,2,2,1,2,0,0,3,2,3,4,IT67337,ITI,NA,NA,-0.34,0.653,-2.131,-3.116,-2.524,0.48910891089108915,0.6551270815074497,0.3133945926842199,0.16241466043837585,0.27164004348916954
ITC,1,0.8810579,1.8029006,7,7,7,6,2,4,5,3,3,7,8,5,5,7,7,4,4,IT67350,ITC,NA,NA,2.327,0.925,-0.654,1.735,1.938,0.7291629162916291,0.7147239263803682,0.44389468103905283,0.5981854114265182,0.644810571213515
ITH,1,0.95501965,1.8029006,4,4,2,5,2,3,4,3,4,3,5,3,5,5,6,5,3,IT67368,ITH,NA,NA,-1.045,0.086,-1.138,0.065,-0.013,0.4256525652565257,0.5308939526730938,0.4011309418625199,0.4481674452030183,0.481642552479719
ITH,1,0.91409826,1.8029006,4,4,3,5,2,3,5,5,5,4,6,5,4,7,9,7,7,IT67373,ITH,NA,NA,-0.659,0.12,0.015,0.96,2.19,0.4603960396039604,0.5383435582822087,0.5030040643223184,0.5285662953647143,0.665886091829054
ITF,1,0.93809986,1.8029006,3,5,3,6,2,3,2,2,0,3,6,4,3,7,8,4,4,IT67374,ITF,NA,NA,-0.462,0.304,-2.79,0.256,1.508,0.4781278127812782,0.5786590709903593,0.2551687577310479,0.4653251886453467,0.6088483733377937
ITI,1,0.91473186,1.8029006,1,3,1,3,1,2,0,0,4,0,3,3,4,5,0,2,2,IT67380,ITI,NA,NA,-2.548,-0.969,-2.74,-0.952,-2.29,0.29036903690369037,0.29973707274320777,0.2595864993815162,0.3568091987064319,0.29121016977502717
ITC,1,0.92492074,1.8029006,2,2,2,7,2,2,4,4,4,2,4,2,2,2,4,4,4,IT67384,ITC,NA,NA,-1.854,0.058,-0.535,-1.151,-1.076,0.35283528352835286,0.5247589833479404,0.45440890616716734,0.33893280632411066,0.3927406540102032
ITF,1,2.0164266,1.8029006,4,4,4,4,2,3,4,4,3,6,8,5,6,5,5,4,4,IT67396,ITF,NA,NA,-0.145,0.009,-0.886,1.664,0.621,0.5066606660666068,0.514022787028922,0.42339635978088,0.5918074020840819,0.5346658860918291
ITC,1,0.92492074,1.8029006,3,5,4,7,3,3,5,5,5,2,5,1,2,2,5,6,5,IT67424,ITC,NA,NA,-0.223,0.718,0.352,-1.465,-0.516,0.4996399639963997,0.6693689745836985,0.5327796430464746,0.31072583542939275,0.4395751442669566
ITC,1,0.92492074,1.8029006,3,3,3,6,2,3,5,5,3,4,5,1,3,2,5,5,2,IT67443,ITC,NA,NA,-1.036,0.344,-0.336,-1.071,-0.846,0.42646264626462643,0.5874233128834356,0.47199151793603106,0.3461192957240388,0.4119762482227983
ITF,1,0.93809986,1.8029006,4,5,5,2,3,3,3,3,4,3,3,3,2,5,5,5,5,IT67472,ITF,NA,NA,0.158,-0.246,-1.076,-0.527,0.265,0.533933393339334,0.45815074496056096,0.4066089415091006,0.3949874236435501,0.5048925315714644
ITC,1,2.0399725,1.8029006,4,1,1,6,0,3,1,0,0,1,1,1,1,5,1,0,5,IT67523,ITC,NA,NA,-1.97,-0.05,-3.552,-2.005,-1.696,0.3423942394239424,0.5010955302366346,0.18784237497791129,0.26221703197987783,0.34088818265451204
ITF,1,1.0035406,1.8029006,4,5,3,4,2,3,7,7,7,4,5,5,5,4,5,6,4,IT67565,ITF,NA,NA,0.048,0.088,1.818,1.227,0.539,0.5240324032403241,0.5313321647677477,0.6623078282382047,0.5525512037369745,0.5278079785899473
ITC,1,0.92492074,1.8029006,5,4,5,4,3,3,5,5,3,5,4,4,4,5,5,5,3,IT67576,ITC,NA,NA,0.352,0.162,-0.239,0.694,0.58,0.5513951395139515,0.5475460122699387,0.48056193673793957,0.5046712181099533,0.5312369323408882
ITI,1,0.91473186,1.8029006,5,3,5,5,3,5,5,6,6,6,6,6,6,5,5,6,6,IT67624,ITI,NA,NA,0.065,1.192,0.835,1.761,0.682,0.5255625562556256,0.773225241016652,0.5754550273899982,0.6005210204814948,0.5397675002090826
ITF,1,0.93809986,1.8029006,7,7,6,6,4,3,7,8,7,5,5,4,4,5,5,7,5,IT67635,ITF,NA,NA,2.153,0.838,2.206,0.735,0.954,0.7135013501350135,0.6956617002629273,0.6965895034458386,0.5083542939274165,0.5625156811909341
ITI,1,0.9127833,1.8029006,4,3,2,1,0,1,4,4,4,0,1,0,0,5,3,5,4,IT67657,ITI,NA,NA,-1.565,-1.846,-0.859,-3.131,-1.453,0.37884788478847886,0.10758106923751097,0.4257819402721329,0.16106719367588937,0.3612110061052103
ITH,1,1.1473416,1.8029006,1,5,3,7,5,4,5,5,3,6,7,6,6,6,6,6,5,IT67668,ITH,NA,NA,-1.15,1.312,-0.607,1.963,1.041,0.4162016201620163,0.7995179666958808,0.448047358190493,0.6186669062163133,0.5697917537843941
ITC,1,0.93679553,1.8029006,5,8,3,5,2,3,5,8,5,4,3,9,6,9,6,4,2,IT67678,ITC,NA,NA,1.383,0.316,1.368,3.417,2.515,0.6441944194419442,0.5812883435582822,0.6225481533839902,0.7492813510600072,0.6930668227816342
ITF,1,0.93809986,1.8029006,6,7,8,7,2,3,5,9,7,6,7,6,5,5,7,8,7,IT67710,ITF,NA,NA,2.358,0.773,2.151,2.038,2.119,0.731953195319532,0.6814198071866784,0.6917299876303233,0.6254042400287458,0.6599481475286443
ITG,1,0.91477346,1.8029006,7,4,6,5,3,3,8,8,7,6,7,4,3,4,4,2,3,IT67712,ITG,NA,NA,1.296,0.336,2.446,0.862,-0.168,0.6363636363636365,0.5856704645048203,0.7177946633680863,0.5197628458498024,0.46867943464079614
ITC,1,2.0399725,1.8029006,4,5,5,4,1,3,5,5,5,3,5,0,0,1,0,4,4,IT67718,ITC,NA,NA,0.038,-0.095,0.262,-2.529,-2.659,0.5231323132313231,0.49123575810692377,0.5248277080756317,0.21514552641034856,0.26034958601655933
ITG,1,0.91477346,1.8029006,3,4,5,6,4,3,8,8,8,5,5,3,3,4,4,6,2,IT67745,ITG,NA,NA,-0.049,0.597,2.729,0.351,0.005,0.5153015301530153,0.6428571428571429,0.7427990811097367,0.47385914480776137,0.4831479468094003
ITH,1,0.91409826,1.8029006,7,3,5,4,2,2,3,2,2,5,6,4,5,6,7,6,3,IT67774,ITH,NA,NA,0.097,-0.517,-2.21,0.762,0.83,0.5284428442844286,0.3987730061349694,0.30641456087647995,0.5107797340998921,0.552145186919796
ITF,1,0.9633024,1.8029006,3,3,3,3,2,3,6,6,6,5,6,4,4,5,7,7,6,IT67781,ITF,NA,NA,-0.861,-0.182,0.996,0.714,1.449,0.4422142214221423,0.472173531989483,0.589680155504506,0.5064678404599352,0.6039140252571715
ITC,1,0.9341059,1.8029006,2,0,0,6,2,4,3,2,2,3,7,2,1,2,4,5,7,IT67801,ITC,NA,NA,-2.805,0.648,-1.934,-1.316,-0.81,0.2672367236723672,0.6540315512708151,0.33080049478706486,0.3241106719367589,0.41498703688216104
ITH,1,0.95501965,1.8029006,1,1,1,3,3,4,2,2,2,2,2,2,1,3,3,6,7,IT67817,ITH,NA,NA,-3.161,0.129,-2.572,-1.685,-1.42,0.2351935193519352,0.5403155127081508,0.2744301113270896,0.2909629895795904,0.36397089570962615
ITF,1,1.0035406,1.8029006,2,1,1,7,3,5,7,10,8,1,1,0,0,0,3,1,4,IT67829,ITF,NA,NA,-2.171,1.585,2.837,-2.793,-2.746,0.32430243024302435,0.8593339176161262,0.7523414030747483,0.1914301113905857,0.25307351342309947
ITF,1,0.92311436,1.8029006,7,6,6,4,3,3,6,6,5,4,5,2,3,5,4,7,5,IT67884,ITF,NA,NA,1.65,0.256,0.738,-0.534,0.316,0.6682268226822682,0.5681419807186678,0.5668846085880899,0.3943586058210564,0.5091578155055616
ITI,1,0.91473186,1.8029006,3,5,5,5,4,4,4,4,4,3,5,5,5,4,4,5,5,IT67891,ITI,NA,NA,-0.171,0.842,-0.622,0.681,-0.38,0.5043204320432043,0.696538124452235,0.44672203569535257,0.503503413582465,0.4509492347578824
ITH,1,0.95501965,1.8029006,6,6,5,4,2,2,6,5,4,3,5,1,1,2,5,6,4,IT67896,ITH,NA,NA,0.514,-0.442,-0.217,-1.912,-1.314,0.565976597659766,0.4152059596844873,0.4825057430641457,0.27057132590729427,0.37283599565108305
ITG,1,0.92991614,1.8029006,3,4,2,6,1,3,3,5,3,0,0,0,0,3,4,5,2,IT67909,ITG,NA,NA,-1.056,0.049,-0.8,-2.311,-1.197,0.4246624662466247,0.5227870289219982,0.4309948754196855,0.23472871002515272,0.38262105879401187
ITC,1,0.93679553,1.8029006,3,4,5,6,2,2,4,3,5,5,4,3,4,5,5,4,5,IT67927,ITC,NA,NA,-0.288,-0.059,-0.39,0.262,0.524,0.4937893789378938,0.4991235758106924,0.4672203569535254,0.4658641753503413,0.5265534833152128
ITC,1,0.93679553,1.8029006,3,7,3,3,0,1,6,6,0,6,5,5,4,4,5,0,6,IT67933,ITC,NA,NA,0.032,-1.316,-0.805,1.138,0.155,0.5225922592259227,0.22370727432077128,0.43055310125463864,0.5445562342795544,0.495692899556745
ITG,1,0.91477346,1.8029006,3,3,3,4,1,4,3,3,2,3,4,3,3,5,5,5,4,IT67950,ITG,NA,NA,-0.977,0.085,-1.607,0.158,0.419,0.4317731773177318,0.5306748466257669,0.3596925251811274,0.4565217391304348,0.5177720163920716
ITF,1,0.93809986,1.8029006,6,5,5,4,4,3,10,8,8,5,6,5,5,5,4,7,3,IT67957,ITF,NA,NA,1.133,0.437,3.054,1.365,0.67,0.6216921692169217,0.6078001752848379,0.7715144018377805,0.5649478979518505,0.538763903989295
ITI,1,0.93299425,1.8029006,8,8,8,6,5,3,8,8,8,8,9,8,7,8,8,9,9,IT67997,ITI,NA,NA,3.179,0.966,2.8,3.393,3.485,0.8058505850585058,0.7237072743207712,0.7490722742534016,0.7471254042400287,0.7741908505477962
ITC,1,0.92492074,1.8029006,7,8,2,6,2,3,9,5,6,5,7,2,2,5,3,2,5,IT68015,ITC,NA,NA,1.464,0.512,1.505,-0.719,-0.37,0.6514851485148515,0.6242331288343559,0.6346527655062733,0.37773984908372255,0.4517855649410387
ITI,1,0.91473186,1.8029006,5,4,5,5,5,5,8,8,8,5,6,5,6,6,5,5,5,IT68019,ITI,NA,NA,0.437,1.518,2.635,1.276,0.683,0.5590459045904591,0.8446538124452235,0.7344937268068562,0.5569529284944305,0.5398511332273982
ITH,1,0.91409826,1.8029006,7,4,3,6,3,4,7,7,6,6,6,4,5,4,7,3,3,IT68051,ITH,NA,NA,0.283,0.978,1.298,0.811,0.044,0.5451845184518452,0.7263365468886942,0.6163633150733345,0.5151814588573481,0.48640963452370994
ITC,1,0.9341059,1.8029006,2,2,3,2,2,2,2,2,0,2,6,3,3,3,4,5,4,IT68059,ITC,NA,NA,-1.816,-0.957,-2.784,-0.442,-0.551,0.3562556255625563,0.30236634531113066,0.2556988867291041,0.40262306863097375,0.4366479886259095
ITF,1,0.92311436,1.8029006,4,6,8,7,4,3,0,0,0,4,5,3,3,4,3,2,6,IT68063,ITF,NA,NA,0.984,0.823,-3.725,-0.27,-0.771,0.6082808280828084,0.6923751095530237,0.17255698886729104,0.4180740208408192,0.41824872459647067
ITF,1,0.92311436,1.8029006,5,5,3,6,2,3,6,6,5,0,0,0,0,0,1,0,0,IT68114,ITF,NA,NA,-0.074,0.442,0.558,-2.973,-3.775,0.5130513051305131,0.6088957055214724,0.550980738646404,0.17526051024074743,0.16701513757631514
ITC,1,0.93679553,1.8029006,6,6,7,6,3,3,4,4,4,6,7,6,6,6,6,6,6,IT68142,ITC,NA,NA,1.776,0.611,-0.27,2.31,1.964,0.6795679567956796,0.6459246275197196,0.4778229369146492,0.6498383039885015,0.6469850296897215
ITI,1,2.0488539,1.8029006,4,7,6,5,3,2,7,8,5,4,6,4,3,3,3,2,7,IT68152,ITI,NA,NA,0.793,-0.057,1.363,-0.22,-1.183,0.5910891089108912,0.4995617879053462,0.6221063792189433,0.4225655767157743,0.3837919210504307
ITC,1,0.93679553,1.8029006,0,0,1,6,3,3,3,3,3,1,0,0,0,2,5,3,3,IT68165,ITC,NA,NA,-3.3,0.332,-1.397,-2.669,-1.494,0.22268226822682272,0.5847940403155127,0.3782470401130942,0.2025691699604743,0.35778205235426946
