region,regunit,dweight,pweight,ppltrst,pplfair,pplhlp,sclmeet,inprdsc,sclact,imbgeco,imueclt,imwbcnt,trstprl,trstlgl,trstplt,trstprt,stfgov,stfdem,stfedu,stfhlth,unique_id,nuts1,nuts2,nuts3,F1W,F2W,F3W,F4W,F5W,F1W_scaled,F2W_scaled,F3W_scaled,F4W_scaled,F5W_scaled
BE24,2,1.0149261,0.6150738,7,7,8,6,5,4,7,7,5,6,7,7,6,5,5,6,8,BE94461,BE2,BE24,NA,1.192,0.962,0.461,1.757,0.44,0.627002700270027,0.7228308501314638,0.5424103198444955,0.6001616960114983,0.5195283097766998
BE21,2,1.0149261,0.6150738,4,6,3,7,4,3,4,3,2,3,5,2,2,5,5,7,7,BE94479,BE2,BE21,NA,-1.378,0.369,-2.386,-1.818,-0.631,0.3956795679567957,0.5929009640666083,0.29086411026683157,0.27901545095220986,0.429957347160659
BE32,2,1.0149261,0.6150738,7,10,10,6,6,1,6,6,2,7,1,8,10,5,6,8,10,BE94553,BE3,BE32,NA,3.139,-0.065,-0.885,3.818,2.006,0.8022502250225023,0.497808939526731,0.4234847146138894,0.7853036291771469,0.650497616458978
BE21,2,1.0149261,0.6150738,3,4,3,6,4,3,5,8,5,7,6,6,6,4,6,7,8,BE94617,BE2,BE21,NA,-1.902,0.238,0.212,1.363,0.34,0.34851485148514855,0.5641980718667835,0.5204099664251635,0.5647682357168523,0.5111650079451368
BE22,2,1.0149261,0.6150738,10,9,9,1,0,1,9,9,6,5,0,5,5,5,5,9,10,BE94629,BE2,BE22,NA,2.528,-1.873,1.649,0.628,0.802,0.7472547254725472,0.10166520595968452,0.6473758614596219,0.49874236435501257,0.5498034624069582
BE21,2,1.0149261,0.6150738,4,6,4,3,2,1,7,8,7,1,4,4,4,0,3,7,8,BE94665,BE2,BE21,NA,-1.194,-1.402,1.11,-0.779,-2.007,0.41224122412241226,0.20486415425065738,0.5997526064675738,0.3723499820337765,0.31487831395835075
BE33,2,0.94362074,0.6150738,7,6,7,6,4,3,8,8,7,7,7,6,6,7,7,5,7,BE94678,BE3,BE33,NA,1.508,0.516,1.6,1.899,1.705,0.6554455445544555,0.6251095530236634,0.643046474642163,0.6129177146963708,0.6253240779459731
BE21,2,1.0149261,0.6150738,4,8,7,6,3,4,7,8,6,6,8,6,6,5,8,7,8,BE94679,BE2,BE21,NA,0.404,0.664,1.037,1.413,1.237,0.5560756075607561,0.6575372480280456,0.5933027036578901,0.5692597915918074,0.5861838253742577
BE23,2,1.0149261,0.6150738,6,7,6,5,4,4,3,4,3,2,4,3,3,4,4,7,8,BE94754,BE2,BE23,NA,0.134,0.513,-1.917,-1.226,-0.855,0.5317731773177319,0.6244522348816828,0.3323025269482241,0.332195472511678,0.41122355105795766
BE22,2,0.91540194,0.6150738,5,4,5,2,0,2,6,5,5,5,3,2,4,7,5,7,8,BE94769,BE2,BE22,NA,-1.275,-1.497,-0.52,-1.005,0.317,0.40495049504950503,0.18404907975460125,0.4557342286623078,0.3520481494789795,0.5092414485238772
BE21,2,1.0149261,0.6150738,7,4,4,6,3,3,7,9,8,7,5,7,8,6,7,6,7,BE94771,BE2,BE21,NA,-0.36,0.225,1.93,2.442,1.324,0.4873087308730873,0.5613496932515338,0.6722035695352536,0.661696011498383,0.5934598979677176
BE32,2,1.0149261,0.6150738,7,7,9,7,3,1,8,5,5,5,7,5,4,4,5,4,4,BE94786,BE3,BE32,NA,1.863,-0.307,0.027,0.551,-0.396,0.6873987398739875,0.4447852760736197,0.5040643223184308,0.4918253683075817,0.4496111064648323
BE23,2,1.0149261,0.6150738,5,5,6,5,0,1,4,6,5,0,5,5,4,7,4,8,7,BE94801,BE2,BE23,NA,-0.745,-1.327,-0.59,-0.228,0.288,0.45265526552655266,0.22129710780017534,0.44954939035165226,0.42184692777578153,0.506816090992724
BE21,2,0.9399888,0.6150738,5,6,9,5,3,2,5,9,6,10,10,8,7,7,4,6,10,BE94847,BE2,BE21,NA,0.497,-0.382,0.911,2.868,1.222,0.5644464446444645,0.42835232252410166,0.5821699946987101,0.6999640675530002,0.5849293300995232
BE21,2,1.0149261,0.6150738,10,10,9,5,3,5,8,10,9,5,7,4,3,2,7,6,6,BE94860,BE2,BE21,NA,3.069,1.086,2.798,-0.405,-0.484,0.795949594959496,0.75,0.7488955645873828,0.4059468199784405,0.4422514008530568
BE24,2,1.0149261,0.6150738,3,3,6,6,6,1,5,4,2,2,0,1,1,3,3,5,7,BE94956,BE2,BE24,NA,-2.088,-0.443,-2.02,-2.759,-2.16,0.33177317731773176,0.4149868536371604,0.32320197914825943,0.19448436938555516,0.3020824621560592
BE22,2,1.0149261,0.6150738,3,5,7,3,1,2,6,5,3,3,3,2,1,2,3,3,4,BE94982,BE2,BE22,NA,-1.375,-1.177,-1.241,-2.299,-2.756,0.395949594959496,0.2541630148992112,0.3920303940625552,0.23580668343514194,0.25223718323994315
BE22,2,1.0149261,0.6150738,8,4,5,6,3,4,3,8,5,4,7,8,5,4,3,8,9,BE94996,BE2,BE22,NA,-0.025,0.629,-0.098,1.634,-0.12,0.5174617461746175,0.6498685363716039,0.4930199681922601,0.5891124685591088,0.47269381951994643
BE25,2,1.0149261,0.6150738,4,3,5,6,1,2,7,8,8,3,6,3,2,2,2,3,6,BE95018,BE2,BE25,NA,-1.789,-0.547,1.422,-1.594,-2.592,0.35868586858685875,0.3921998247151621,0.6273193143664958,0.2991376212720086,0.2659529982437066
BE33,2,1.0149261,0.6150738,2,3,2,4,4,2,8,10,5,5,7,2,3,1,10,3,1,BE95022,BE3,BE33,NA,-2.142,-0.483,1.254,-1.062,-0.822,0.3269126912691269,0.40622261174408414,0.6124757024209225,0.34692777578153067,0.41398344066237347
BE25,2,1.0149261,0.6150738,6,7,6,6,2,3,8,8,8,0,0,0,0,4,3,4,8,BE95054,BE2,BE25,NA,0.098,0.095,1.697,-3.53,-1.933,0.5285328532853285,0.532865907099036,0.6516168934440714,0.1252245777937478,0.32106715731370744
BE25,2,1.0149261,0.6150738,0,5,7,3,1,1,5,6,8,6,5,6,7,6,6,7,8,BE95055,BE2,BE25,NA,-1.856,-1.593,0.556,1.591,0.995,0.3526552655265527,0.16301489921121828,0.5508040289803853,0.5852497305066475,0.5659446349418751
BE21,2,0.94463545,0.6150738,5,4,0,6,4,3,5,6,5,7,5,5,0,4,4,4,8,BE95059,BE2,BE21,NA,-2.11,0.209,-0.419,-0.782,-1.095,0.32979297929792983,0.5578439964943033,0.4646580667962538,0.3720804886812792,0.39115162666220626
BE33,2,1.0149261,0.6150738,4,6,5,5,3,3,5,6,5,5,4,6,4,6,7,8,8,BE95124,BE3,BE33,NA,0.055,0.068,-0.262,1.129,1.564,0.5246624662466247,0.5269500438212095,0.4785297755787242,0.5437477542220626,0.613531822363469
BE24,2,1.0149261,0.6150738,6,8,7,3,4,3,5,5,5,3,5,3,3,3,6,7,8,BE95161,BE2,BE24,NA,0.61,-0.248,-0.615,-1.084,-0.502,0.5746174617461747,0.4577125328659072,0.44734051952641807,0.34495149119655044,0.4407460065233754
BE23,2,1.0149261,0.6150738,7,7,5,6,3,3,5,5,6,6,6,5,5,5,4,7,10,BE95187,BE2,BE23,NA,0.416,0.201,-0.245,0.616,0.151,0.5571557155715572,0.556091148115688,0.48003180773988335,0.4976643909450233,0.49535836748348244
BE21,2,1.0149261,0.6150738,4,5,4,4,4,3,5,7,5,4,3,3,3,4,5,8,9,BE95207,BE2,BE21,NA,-1.346,-0.139,-0.111,-1.004,-0.315,0.39855985598559857,0.48159509202454,0.4918713553631384,0.3521379805964786,0.45638538094839837
BE25,2,1.0149261,0.6150738,4,5,5,4,2,2,5,3,5,3,5,3,3,2,2,5,8,BE95235,BE2,BE25,NA,-1.368,-0.853,-1.312,-1.299,-2.165,0.3965796579657966,0.3251533742331289,0.38575720091889026,0.3256378009342436,0.30166429706448106
BE25,2,1.0149261,0.6150738,7,6,8,6,4,3,7,9,9,6,8,5,5,5,5,6,8,BE95239,BE2,BE25,NA,0.875,0.422,2.251,0.647,0.204,0.5984698469846985,0.6045135845749343,0.70056547093126,0.5004491555874955,0.4997909174542109
BE22,2,1.0149261,0.6150738,5,5,5,6,4,5,3,4,4,4,2,1,1,1,1,6,6,BE95269,BE2,BE22,NA,-0.998,1.103,-1.683,-2.642,-3.165,0.42988298829882987,0.7537248028045574,0.35297755787241564,0.20499461013295006,0.21803127874885006
BE21,2,1.0149261,0.6150738,8,8,6,7,4,2,7,8,5,7,5,4,6,6,4,5,7,BE95287,BE2,BE21,NA,1.211,0.155,0.682,0.562,-0.04,0.6287128712871288,0.5460122699386503,0.5619367379395653,0.49281351060007184,0.47938446098519694
BE23,2,1.0149261,0.6150738,7,8,8,6,6,3,6,8,5,7,7,7,7,7,7,6,7,BE95379,BE2,BE23,NA,1.511,0.67,0.581,2.233,1.555,0.6557155715571558,0.658851884312007,0.5530128998056194,0.6429213079410707,0.6127791251986284
BE21,2,1.0149261,0.6150738,8,8,5,7,2,5,6,8,8,3,8,3,2,2,1,4,8,BE95416,BE2,BE21,NA,0.957,1.21,1.402,-1.52,-2.479,0.6058505850585059,0.7771691498685364,0.6255522177063085,0.30578512396694213,0.2754035293133729
BE31,2,1.0149261,0.6150738,6,6,4,6,3,4,9,8,8,4,7,2,6,1,2,4,7,BE95476,BE3,BE31,NA,0.412,0.795,1.97,-0.424,-1.979,0.5567956795679568,0.6862401402278703,0.6757377628556281,0.40424002874595755,0.3172200384711884
BE21,2,1.0149261,0.6150738,4,5,7,6,4,4,7,7,7,5,8,6,6,6,7,3,6,BE95482,BE2,BE21,NA,-0.453,0.761,1.033,1.233,0.543,0.47893789378937895,0.6787905346187555,0.5929492843258527,0.553090190441969,0.5281425106632098
BE25,2,1.0149261,0.6150738,6,5,5,3,4,1,5,7,5,5,8,5,4,5,5,3,9,BE95501,BE2,BE25,NA,-0.604,-1.154,-0.111,0.193,-0.238,0.46534653465346537,0.2592024539877301,0.4918713553631384,0.4596658282429033,0.462825123358702
BE32,2,1.0149261,0.6150738,3,4,1,5,3,1,4,5,5,2,1,1,2,3,5,5,5,BE95505,BE3,BE32,NA,-1.994,-0.913,-0.957,-2.08,-1.293,0.34023402340234027,0.3120070113935145,0.4171231666372151,0.2554796981674452,0.3745922890357113
BE23,2,1.0149261,0.6150738,5,7,4,6,3,2,4,8,7,3,6,4,4,6,6,7,9,BE95507,BE2,BE23,NA,-0.402,-0.26,0.677,-0.305,0.619,0.48352835283528356,0.4550832602979842,0.5614949637745186,0.4149299317283507,0.5344986200551978
BE24,2,1.0149261,0.6150738,6,8,5,4,2,2,6,8,5,5,4,5,3,2,2,4,7,BE95561,BE2,BE24,NA,0.207,-0.726,0.361,-0.228,-1.993,0.5383438343834384,0.352979842243646,0.533574836543559,0.42184692777578153,0.3160491762147696
BE24,2,1.0149261,0.6150738,7,7,8,4,4,2,7,7,5,5,5,3,3,4,5,7,7,BE95596,BE2,BE24,NA,0.857,-0.452,0.334,-0.886,-0.492,0.5968496849684969,0.41301489921121826,0.531189256052306,0.3627380524613726,0.44158233670653174
BE25,2,1.0149261,0.6150738,7,4,6,3,3,2,3,6,7,7,6,5,5,5,7,7,8,BE95636,BE2,BE25,NA,-0.29,-0.842,-0.08,0.755,0.781,0.49360936093609364,0.32756354075372485,0.4946103551864287,0.5101509162773985,0.54804716902233
BE23,2,1.0149261,0.6150738,4,3,5,6,5,3,5,6,7,6,7,3,5,6,8,8,10,BE95646,BE2,BE23,NA,-1.52,0.369,0.315,-0.121,1.332,0.3828982898289829,0.5929009640666083,0.5295105142251282,0.43145885734818545,0.5941289621142427
BE22,2,1.0149261,0.6150738,4,7,6,5,4,2,6,6,5,4,5,5,6,6,7,6,8,BE95695,BE2,BE22,NA,-0.277,-0.329,-0.118,0.756,0.933,0.4947794779477948,0.43996494303242767,0.4912528715320728,0.5102407473948976,0.5607593878063059
BE32,2,1.0149261,0.6150738,6,7,6,6,4,3,7,7,5,6,7,6,6,6,5,5,7,BE95706,BE3,BE32,NA,1.194,0.478,0.45,1.702,0.818,0.6271827182718273,0.6167835232252411,0.5414384166813925,0.5952209845490477,0.5511415907000083
BE31,2,1.0149261,0.6150738,7,7,6,6,3,3,5,8,7,7,6,8,7,6,3,7,5,BE95780,BE3,BE31,NA,1.562,0.39,1.007,2.878,0.667,0.6603060306030604,0.5975021910604733,0.5906520586676091,0.7008623787279913,0.5385130049343481
BE33,2,1.0149261,0.6150738,5,0,6,7,3,2,5,0,2,0,0,0,0,5,0,8,10,BE95793,BE3,BE33,NA,-1.636,-0.143,-3.107,-3.241,-1.613,0.37245724572457245,0.4807186678352323,0.22716027566707897,0.15118577075098816,0.3478297231747094
BE25,2,1.0149261,0.6150738,7,7,6,6,4,3,7,9,5,7,8,6,6,7,9,8,10,BE95813,BE2,BE25,NA,0.831,0.372,1.031,1.634,2.42,0.5945094509450946,0.593558282208589,0.5927725746598339,0.5891124685591088,0.6851216860416492
BE22,2,1.0149261,0.6150738,8,8,4,4,4,3,3,2,3,3,4,3,3,2,6,9,9,BE95823,BE2,BE22,NA,0.529,-0.111,-2.481,-1.098,-0.524,0.5673267326732674,0.48773006134969327,0.28247040113094185,0.34369385555156307,0.43890608012043153
BE21,2,1.0149261,0.6150738,7,7,7,4,4,3,5,5,5,5,3,3,4,5,3,7,8,BE95850,BE2,BE21,NA,0.667,-0.049,-0.602,-0.643,-0.623,0.5797479747974797,0.5013146362839614,0.44848913235553983,0.38456701401365434,0.43062641130718404
BE32,2,1.0149261,0.6150738,4,6,2,5,4,4,4,6,3,5,4,5,3,5,3,5,8,BE95913,BE3,BE32,NA,-0.642,0.59,-1.155,0.241,-0.371,0.46192619261926193,0.6413234005258546,0.39962890970136067,0.4639777218828602,0.45170193192272307
BE24,2,1.0149261,0.6150738,7,7,5,6,3,2,6,6,6,7,8,5,4,6,6,5,8,BE95949,BE2,BE24,NA,0.4,-0.226,0.217,0.484,0.522,0.5557155715571558,0.4625328659070991,0.5208517405902102,0.4858066834351419,0.5263862172785816
BE25,2,1.0149261,0.6150738,6,6,3,7,1,1,8,5,5,7,8,5,5,6,4,6,9,BE95960,BE2,BE25,NA,-0.634,-0.785,-0.063,0.693,0.23,0.46264626462646263,0.34005258545135847,0.49611238734758795,0.5045813869924541,0.5019653759304173
BE24,2,1.0149261,0.6150738,5,5,5,4,6,3,8,8,8,3,5,7,7,8,8,8,9,BE96068,BE2,BE24,NA,-0.465,0.215,1.856,1.912,2.396,0.4778577857785779,0.5591586327782647,0.6656653118925605,0.6140855192238591,0.683114493602074
BE33,2,1.0149261,0.6150738,6,7,5,5,4,3,3,8,4,4,5,7,1,6,4,6,8,BE96204,BE3,BE33,NA,0.854,0.242,-0.406,0.559,0.434,0.5965796579657966,0.5650744960560912,0.46580667962537553,0.4925440172475745,0.519026511666806
BE21,2,0.93741333,0.6150738,7,7,7,2,1,2,8,4,8,1,5,1,1,5,5,7,9,BE96217,BE2,BE21,NA,0.494,-1.255,0.577,-2.619,-0.47,0.5641764176417642,0.2370727432077126,0.5526594804735819,0.2070607258354294,0.44342226310947563
BE25,2,0.96236247,0.6150738,4,5,4,5,1,2,2,2,4,4,4,4,4,4,4,5,7,BE96237,BE2,BE25,NA,-1.527,-0.837,-2.457,-0.422,-1.004,0.3822682268226823,0.3286590709903594,0.28459091712316664,0.4044196909809558,0.3987622313289287
BE22,2,1.0149261,0.6150738,7,4,7,4,5,4,10,7,8,6,5,6,7,0,8,6,6,BE96243,BE2,BE22,NA,0.151,0.575,1.926,1.511,-0.382,0.5333033303330333,0.6380368098159509,0.6718501502032161,0.5780632411067194,0.45078196872125115
BE32,2,1.0149261,0.6150738,0,0,0,6,5,1,10,6,6,5,7,6,0,7,3,7,10,BE96315,BE3,BE32,NA,-3.872,-0.504,0.819,-0.106,0.468,0.1711971197119712,0.40162138475021913,0.5740413500618484,0.43280632411067194,0.5218700342895375
BE24,2,1.0149261,0.6150738,4,6,5,6,4,3,4,5,5,8,8,6,6,7,8,7,9,BE96343,BE2,BE24,NA,-0.636,0.26,-0.738,1.63,1.856,0.46246624662466246,0.5690184049079755,0.4364728750662661,0.5887531440891124,0.6379526637116333
BE23,2,1.0149261,0.6150738,7,7,5,5,3,4,7,6,8,5,8,3,2,3,6,4,8,BE96345,BE2,BE23,NA,0.371,0.472,1.025,-1.183,-0.834,0.553105310531053,0.6154688869412797,0.5922424456617776,0.3360582105641394,0.41297984444258595
BE24,2,1.0149261,0.6150738,7,5,8,4,4,2,5,6,6,6,7,5,5,5,7,7,9,BE96353,BE2,BE24,NA,0.422,-0.483,0.025,0.688,0.877,0.5576957695769577,0.40622261174408414,0.5038876126524121,0.5041322314049587,0.5560759387806306
BE25,2,0.94558257,0.6150738,5,7,4,5,3,2,5,3,2,6,4,5,6,6,5,6,8,BE96418,BE2,BE25,NA,-0.51,-0.52,-2.142,0.868,0.379,0.4738073807380739,0.39811568799298863,0.3124226895211168,0.520301832554797,0.5144266956594463
BE33,2,1.0149261,0.6150738,6,7,4,5,4,5,8,8,7,4,6,4,3,5,5,4,4,BE96455,BE3,BE33,NA,0.778,1.16,1.526,-0.215,-0.344,0.5897389738973897,0.766213847502191,0.6365082169994699,0.42301473230326986,0.4539600234172451
BE32,2,1.0149261,0.6150738,7,7,7,6,5,2,7,7,6,7,7,7,7,6,6,6,7,BE96519,BE3,BE32,NA,1.74,0.211,0.804,2.545,1.442,0.6763276327632763,0.558282208588957,0.5727160275667079,0.6709486166007904,0.6033285941289621
BE33,2,1.0149261,0.6150738,0,0,1,6,5,4,5,5,5,6,3,3,1,2,3,4,2,BE96543,BE3,BE33,NA,-3.786,0.78,-0.769,-1.275,-2.358,0.17893789378937894,0.6829535495179667,0.4337338752429758,0.32779374775422204,0.28552312452956424
BE21,2,0.94433993,0.6150738,5,3,4,6,2,4,3,7,3,2,4,5,4,7,3,7,5,BE96643,BE2,BE21,NA,-1.552,0.385,-1.111,-0.111,-0.317,0.38001800180017997,0.5964066608238389,0.4035165223537728,0.4323571685231764,0.45621811491176717
BE23,2,1.0149261,0.6150738,2,6,6,4,4,3,3,5,5,7,3,4,4,4,8,6,7,BE96684,BE2,BE23,NA,-1.229,-0.156,-1.027,0.011,0.296,0.4090909090909091,0.4778702892199825,0.41093832832655947,0.4433165648580668,0.507485155139249
BE25,2,1.0149261,0.6150738,0,4,8,7,3,1,2,2,2,3,0,0,0,2,0,2,5,BE96687,BE2,BE25,NA,-2.49,-0.687,-3.236,-3.543,-3.981,0.2955895589558956,0.36152497808939527,0.2157625022088708,0.12405677326625944,0.14978673580329516
BE32,2,1.0149261,0.6150738,4,8,5,4,2,2,5,6,5,5,6,6,6,6,7,5,7,BE96729,BE3,BE32,NA,0.55,-0.659,-0.276,1.633,1.3,0.5692169216921692,0.36765994741454866,0.47729280791659306,0.5890226374416098,0.5914527055281424
BE21,2,1.0149261,0.6150738,7,8,7,4,1,1,6,7,7,7,8,6,6,7,7,6,7,BE96734,BE2,BE21,NA,1.079,-1.258,0.832,1.523,1.403,0.6168316831683168,0.23641542506573185,0.5751899628909701,0.5791412145167085,0.6000669064146525
BE21,2,0.92293924,0.6150738,7,7,7,6,4,3,4,6,2,7,3,0,0,0,6,7,7,BE96756,BE2,BE21,NA,0.487,0.296,-1.527,-2.886,-1.927,0.5635463546354635,0.5769062226117441,0.36676091182187665,0.18307581746316925,0.32156895542360125
BE10,2,0.90899336,0.6150738,6,6,4,6,4,3,6,5,5,3,4,2,1,3,4,5,9,BE96763,BE1,BE10,NA,-0.197,0.294,-1.116,-2.165,-1.346,0.501980198019802,0.5764680105170903,0.4030747481887259,0.24784405318002156,0.37015973906498284
BE33,2,1.0149261,0.6150738,4,5,5,3,5,4,5,7,5,4,3,2,3,4,8,6,8,BE96818,BE3,BE33,NA,-0.335,0.365,-0.036,-0.99,0.492,0.48955895589558956,0.5920245398773006,0.4984979678388408,0.35339561624146604,0.5238772267291126
BE35,2,1.0149261,0.6150738,2,5,5,6,4,1,0,5,5,0,9,0,0,0,5,10,10,BE96834,BE3,BE35,NA,-1.291,-0.585,-1.705,-3.205,-1.388,0.4035103510351036,0.38387379491673973,0.3510337515462096,0.15441969098095581,0.36664715229572636
BE21,2,1.0149261,0.6150738,8,8,7,5,3,2,6,6,5,6,7,6,5,3,4,6,7,BE96835,BE2,BE21,NA,1.313,-0.366,-0.1,0.961,-0.654,0.6378937893789379,0.43185801928133216,0.49284325852624145,0.5286561264822134,0.42803378773939954
BE22,2,0.93760324,0.6150738,7,7,8,4,3,3,7,7,4,5,6,4,2,4,4,7,9,BE96867,BE2,BE22,NA,0.88,-0.155,0.027,-0.741,-0.54,0.5989198919891989,0.4780893952673095,0.5040643223184308,0.3757635644987424,0.43756795182738145
BE21,2,0.9399888,0.6150738,5,3,7,7,0,1,6,10,10,10,9,6,7,10,10,10,10,BE96871,BE2,BE21,NA,-0.624,-0.868,2.663,2.306,3.92,0.4635463546354636,0.3218667835232253,0.7369676621311185,0.6494789795185052,0.8105712135150958
BE31,2,1.0149261,0.6150738,8,9,4,5,4,3,8,8,5,7,6,6,8,8,9,6,7,BE96886,BE3,BE31,NA,2.069,0.33,1.004,2.541,2.781,0.705940594059406,0.584355828220859,0.5903869941685811,0.670589292130794,0.715313205653592
BE21,2,1.0149261,0.6150738,7,5,8,7,4,3,6,9,5,7,8,6,7,7,7,9,9,BE96909,BE2,BE21,NA,0.674,0.557,0.832,1.846,1.957,0.5803780378037804,0.6340929009640667,0.5751899628909701,0.6081566654689184,0.6463995985615121
BE23,2,1.0149261,0.6150738,8,7,7,6,3,2,6,6,8,7,9,7,5,7,6,8,3,BE96935,BE2,BE23,NA,1.205,-0.164,0.915,1.641,1.002,0.6281728172817282,0.4761174408413672,0.5825234140307475,0.5897412863816025,0.5665300660700844
BE32,2,1.0149261,0.6150738,8,8,5,7,3,4,5,8,6,5,5,7,7,5,6,2,5,BE96964,BE3,BE32,NA,1.946,1.023,0.714,2.265,0.453,0.6948694869486949,0.736196319018405,0.564764092595865,0.645795903701042,0.5206155390148031
BE24,2,1.0149261,0.6150738,7,7,7,4,4,2,7,7,7,6,7,6,5,5,6,5,8,BE97014,BE2,BE24,NA,0.839,-0.429,1.023,1.071,0.443,0.5952295229522953,0.4180543382997371,0.592065735995759,0.5385375494071145,0.5197792088316467
BE22,2,0.91540194,0.6150738,7,7,7,3,4,1,10,6,5,5,6,6,6,5,7,8,8,BE97059,BE2,BE22,NA,0.79,-1.071,0.668,1.299,1.095,0.5908190819081909,0.2773882559158633,0.5606997702774342,0.5590190441969098,0.5743079367734382
BE24,2,1.0149261,0.6150738,7,6,4,4,3,4,8,9,4,7,6,7,7,3,8,6,6,BE97060,BE2,BE24,NA,0.099,0.274,0.835,2.104,0.564,0.5286228622862287,0.5720858895705522,0.5754550273899982,0.6313330937836866,0.5298988040478381
BE21,2,1.0149261,0.6150738,4,6,2,6,4,2,4,2,4,2,4,2,1,0,1,4,7,BE97093,BE2,BE21,NA,-1.77,-0.244,-2.142,-2.48,-3.534,0.3603960396039604,0.4585889570552147,0.3124226895211168,0.21954725116780455,0.18717069499038222
BE24,2,1.0149261,0.6150738,4,6,5,5,1,2,5,5,5,3,7,3,2,7,7,5,8,BE97112,BE2,BE24,NA,-0.951,-0.784,-0.67,-1.274,0.538,0.4341134113411342,0.3402716914986854,0.442481003710903,0.32788357887172115,0.5277243455716317
BE25,2,1.0149261,0.6150738,8,8,4,6,2,1,5,5,6,2,6,2,2,5,6,7,9,BE97130,BE2,BE25,NA,0.539,-0.812,-0.319,-1.808,-0.033,0.5682268226822682,0.334136722173532,0.47349355009719035,0.27991376212720087,0.47996989211340635
BE21,2,1.0149261,0.6150738,7,7,4,6,4,3,6,7,5,6,4,5,5,5,6,7,8,BE97131,BE2,BE21,NA,0.27,0.335,0.198,0.652,0.497,0.5440144014401441,0.5854513584574934,0.5191729987630324,0.500898311174991,0.5242953918206907
BE33,2,1.0149261,0.6150738,6,7,6,6,2,3,6,5,5,0,0,0,0,0,0,5,6,BE97140,BE3,BE33,NA,0.674,0.168,-0.505,-3.379,-3.577,0.5803780378037804,0.5488606485539002,0.45705955115744834,0.13878907653611214,0.1835744752028101
BE21,2,1.0149261,0.6150738,8,5,7,7,4,4,8,5,8,7,5,8,5,6,6,7,8,BE97198,BE2,BE21,NA,0.813,1.014,1.065,2.072,1.169,0.5928892889288929,0.7342243645924628,0.5957766389821524,0.6284584980237153,0.5804967801287949
BE23,2,0.93324125,0.6150738,7,7,7,4,5,3,8,5,9,7,8,7,6,6,6,7,7,BE97264,BE2,BE23,NA,0.985,0.154,1.35,1.911,1.065,0.6083708370837084,0.5457931638913234,0.6209577663898216,0.6139956881063601,0.5717989462239692
BE31,2,1.0149261,0.6150738,6,7,8,6,3,4,5,10,5,7,7,6,6,6,8,8,7,BE97293,BE3,BE31,NA,1.703,0.808,0.97,1.932,2.014,0.672997299729973,0.6890885188431202,0.5873829298462626,0.6158821415738411,0.651166680605503
BE22,2,1.0149261,0.6150738,7,6,7,7,4,2,8,9,8,7,6,5,6,8,9,8,8,BE97321,BE2,BE22,NA,0.761,0.153,2.168,1.227,2.434,0.5882088208820883,0.5455740578439965,0.6932320197914826,0.5525512037369745,0.686292548298068
BE33,2,1.0149261,0.6150738,5,6,2,5,3,5,6,6,6,6,6,6,7,7,8,8,9,BE97346,BE3,BE33,NA,-0.034,0.947,0.318,2.109,2.443,0.5166516651665167,0.7195442594215601,0.5297755787241561,0.6317822493711821,0.6870452454629087
BE24,2,1.0149261,0.6150738,8,8,8,3,3,3,8,3,7,3,3,3,3,3,8,9,9,BE97503,BE2,BE24,NA,1.456,-0.329,0.091,-0.97,0.412,0.6507650765076508,0.43996494303242767,0.5097190316310303,0.3551922385914481,0.5171865852638622
BE22,2,1.0149261,0.6150738,9,9,9,7,4,3,6,4,4,3,3,3,3,3,2,2,3,BE97536,BE2,BE22,NA,2.14,0.601,-0.987,-1.265,-2.591,0.7123312331233124,0.6437335670464505,0.4144725216469341,0.3286920589292131,0.26603663126202226
BE10,2,0.9064507,0.6150738,5,6,2,6,3,4,8,8,5,8,8,7,5,6,7,7,8,BE97554,BE1,BE10,NA,-0.468,0.622,0.231,1.704,1.412,0.4775877587758776,0.6483347940403156,0.5220887082523414,0.5954006467840459,0.6008196035794932
BE22,2,1.0149261,0.6150738,5,4,5,5,2,3,5,6,4,5,7,5,4,3,6,7,8,BE97573,BE2,BE22,NA,-1.101,-0.206,-0.689,0.186,-0.231,0.42061206120612066,0.4669149868536372,0.44080226188372507,0.4590370104204096,0.46341055448691143
BE22,2,1.0149261,0.6150738,8,8,9,6,4,4,5,6,6,7,9,7,6,6,8,9,9,BE97579,BE2,BE22,NA,2.004,0.847,0.18,2.024,2.009,0.7000900090009001,0.6976336546888694,0.5175826117688638,0.6241466043837585,0.6507485155139249
BE31,2,1.0149261,0.6150738,5,1,3,5,2,1,4,7,5,10,3,7,5,5,9,7,5,BE97594,BE3,BE31,NA,-1.477,-0.998,-0.254,2.249,1.681,0.3867686768676868,0.2933829973707275,0.47923661424279906,0.6443586058210563,0.623316885506398
BE22,2,1.0149261,0.6150738,5,1,4,6,2,1,5,5,7,3,5,2,0,1,0,8,8,BE97683,BE2,BE22,NA,-2.434,-0.928,-0.186,-2.596,-2.965,0.30063006300630063,0.30872042068361094,0.48524474288743596,0.20912684153790873,0.23475788241197626
BE22,2,1.0149261,0.6150738,2,3,4,5,3,3,10,7,7,7,5,6,8,4,4,3,6,BE97692,BE2,BE22,NA,-2.258,-0.054,1.492,1.786,-0.668,0.3164716471647165,0.500219106047327,0.6335041526771514,0.6027667984189723,0.42686292548298066
